Status|AssignedSize|Type|IssueNumber|Title|Repository|Comments|LabelString|closingIssuesReferences|OG Queue|Closed|ClosedAt|RUNLABEL|LabelsCount|Size: 3|Feature: API|User Role: API User|NIH OTA: 1.7.1 (reArchitecture)|Size: 33|NIH OTA: 1.2.1|Size: 80|D: 5 Core PIDs|QDR|Feature: Metadata|Type: Bug|Feature: Style Guide|User Role: Superuser|Feature: Controlled Vocabulary|Hackathon: JSF|Size: SprintTail|Feature: External Tool|Feature: User Guide|JHU|Size: 10|DANS|NIH OTA: 1.4.1|User Role: Sysadmin|Feature: File Upload & Handling|Feature: Code Infrastructure|Feature: Installation Guide|Containers & Cloud|Tech Debt|D: SonarQubeCleanup|Type: Feature|Sprint Retrospective|DataverseNO|Feature: Account & User Info|NIH: NetCDF|Working Group: SWC|HERMES|NIH OTA: 1.3.1|Feature: Developer Guide|Feature: Indexing|Feature: Harvesting|Testing: API|D: FixRateLimitingBehaviors|pm.Sonia|UI/UX: Design|D: Payara 6 Upgrade|Dataset: large number of files|ASU|NIH OTA DC|pm.epic.nih_harvesting|Feature: Search/Browse|Type: Suggestion|User Role: Hackathon Participant|NIH OTA: 1.5.1|Feature: Request Access Workflow|Feature: API Guide|Size: NoSprintCost|ops: User Accounts|Support|Support: prod. data corruption|postmortem|bklog: Deliverable|Feature: Installer|Size: Queued|NIH OTA: 1.1.1|Feature: Admin Guide|Feature: Geospatial|bug|enhancement|Status: UX & UI|Feature: Publishing & Versions|Feature: DOI & Handle|hdc|3a|Feature: Terms & Licensing|Feature: Accessibility|bklog: NeedsDiscussion|Feature: Internationalization|pm.epic.nih_harvesting_framework|Feature: Permissions|Feature: Metrics + Reports|Hackathon: More APIs|User Role: Curator|User Role: Depositor|Feature: Performance & Stability|MVP Milestone 1|D: Infra & Deployment Setup|MVP Milestone 2|D: Design System|dependencies|DevOps: Problem|D: NIH: OTA|D: GDC: Interop With DV|D: Dev|NIH OTA: 1.3.2|D: DataverseInDocker|spike|
'Community Backlog (Phil)'||'PULL_REQUEST'|7261|'6810 - refactor JSON deps'|'dataverse'||'Feature: Code Infrastructure'|'6810'|'Community Backlog (Phil)'|False|'None'|20230314-084042|1|||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Community Backlog (Phil)'||'PULL_REQUEST'|6977|'6970 proxy client ip'|'dataverse'||'Type: Feature','Feature: Permissions','Feature: Metrics + Reports','Feature: Admin Guide','User Role: Sysadmin'|'6456','6970'|'Community Backlog (Phil)'|False|'None'|20230314-084042|5|||||||||||||||||||||||1|||||||1|||||||||||||||||||||||||||||||||||1||||||||||||||1|1|||||||||||||||||
'Community Backlog (Phil)'||'PULL_REQUEST'|8786|'8778 harvester ddi exporter'|'dataverse'|||'8778'|'Community Backlog (Phil)'|False|'None'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Community Backlog (Phil)'||'ISSUE'|6978|'Query Dataverse for mandatory metadata fields via API'|'dataverse'||'Feature: API','User Role: API User','HERMES','Hackathon: More APIs'||'Community Backlog (Phil)'|False|'None'|20230314-084042|4||1|1|||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||
'Community Backlog (Phil)'||'PULL_REQUEST'|7044|'fix mimetype of error pages'|'dataverse'|||'7043'|'Community Backlog (Phil)'|False|'None'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Community Backlog (Phil)'||'PULL_REQUEST'|7636|'Exclusions to remove module/classpath warnings'|'dataverse'|||'7632'|'Community Backlog (Phil)'|False|'None'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Community Backlog (Phil)'||'PULL_REQUEST'|5506|'IQSS-5505 - only update DOI metadata at PIDprovider when it changes'|'dataverse'|||'5505'|'Community Backlog (Phil)'|False|'None'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Community Backlog (Phil)'||'PULL_REQUEST'|5621|'use dataset thumbnail if available'|'dataverse'||||'Community Backlog (Phil)'|False|'None'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Community Backlog (Phil)'||'PULL_REQUEST'|7334|'IQSS/7068 Reserve File Pids'|'dataverse'|||'7068'|'Community Backlog (Phil)'|False|'None'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Harvard Dataverse Instance (Sonia)'||'ISSUE'|6640|'Support Research Organization Registry (ROR) IDs'|'dataverse'||'Type: Suggestion','Feature: Metadata','User Role: Curator','User Role: Depositor','NIH OTA: 1.5.1'||'Harvard Dataverse Instance (Sonia)'|False|'None'|20230314-084042|5||||||||||1|||||||||||||||||||||||||||||||||||||||||1||1|||||||||||||||||||||||||||||1|1||||||||||||||
'Community Backlog (Phil)'||'ISSUE'|3913|'Is a delete file endpoint available?'|'dataverse'||'Feature: API','User Role: API User','Hackathon: More APIs'||'Community Backlog (Phil)'|False|'None'|20230314-084042|3||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||
'Community Backlog (Phil)'||'PULL_REQUEST'|8709|'Add docker-compose build system'|'dataverse'||||'Community Backlog (Phil)'|False|'None'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'HERMES (Oliver)'||'DRAFT_ISSUE'||'Dataverse Java API Package'|||||'HERMES (Oliver)'||''|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'HERMES (Oliver)'||'DRAFT_ISSUE'||'Schema Data Binds / Model Mappings (DataCite Kernel Update)'|||||'HERMES (Oliver)'||''|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'HERMES (Oliver)'||'DRAFT_ISSUE'||'Renewed DataCite Exporter'|||||'HERMES (Oliver)'||''|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Clear of the Backlog'|33|'PULL_REQUEST'|9213|'#8944 - Extend 'metadatablocks/{block_id}' endpoint JSON output'|'dataverse'||'Size: 33'|'1510','8944'|'Clear of the Backlog'|True|'2022-12-09T17:38:17Z'|20230314-084042|1|||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Clear of the Backlog'||'ISSUE'|2|'Spike: During some sprints we end the sprint with a few days with QA empty'|'dataverse-pm'||'Sprint Retrospective'||'Clear of the Backlog'|True|'2023-01-25T14:30:15Z'|20230314-084042|1|||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Clear of the Backlog'||'ISSUE'|3|'Spike: Improvement - End meetings on time & Schedule meetings more than a few hours ahead'|'dataverse-pm'||'Sprint Retrospective'||'Clear of the Backlog'|True|'2023-01-11T23:36:03Z'|20230314-084042|1|||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'SPRINT- NEEDS SIZING'||'PULL_REQUEST'|9245|'Client-side multifile zip download'|'dataverse'||'DataverseNO'|'5864'|'SPRINT- NEEDS SIZING'|False|'None'|20230314-084042|1||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'External Commitments (Jim)'||'PULL_REQUEST'|6902|'Work-in-Progress: 2043-guestbook-at-request code review requested'|'dataverse'||||'External Commitments (Jim)'|False|'None'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Re-arch: Auth MVP (Phil)'|10|'PULL_REQUEST'|9273|'9268 mpconfig OIDC provider'|'dataverse'||'Feature: Code Infrastructure','Feature: Performance & Stability','Feature: Installation Guide','Containers & Cloud','NIH OTA: 1.7.1 (reArchitecture)','Testing: API','Size: 10'|'8349','9268'|'Re-arch: Auth MVP (Phil)'|False|'None'|20230314-084042|7||||1||||||||||||||||1|||||1|1|1||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||1|||||||||||||
'Clear of the Backlog'|33|'PULL_REQUEST'|9303|'9293 - New filter-based design for the API authentication mechanisms (1/2)'|'dataverse'||'Feature: API','User Role: API User','NIH OTA: 1.7.1 (reArchitecture)','Size: 33'||'Clear of the Backlog'|True|'2023-02-21T15:12:05Z'|20230314-084042|4||1|1|1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Re-arch: Auth MVP (Phil)'|Queued|'PULL_REQUEST'|9230|'9229 - enable OIDC bearer token API access'|'dataverse'||'Feature: API','Feature: Permissions','Feature: Account & User Info','Feature: API Guide','Feature: Admin Guide','NIH OTA: 1.7.1 (reArchitecture)','Size: Queued','bklog: NeedsDiscussion'|'9223','9229'|'Re-arch: Auth MVP (Phil)'|False|'None'|20230314-084042|8||1||1|||||||||||||||||||||||||||||1||||||||||||||||||||||1||||||||1||1|||||||||||1|||1||||||||||||||||||
'Clear of the Backlog'||'ISSUE'|196|'Add ZIP Previewer & File Downloader to demo and prod'|'dataverse.harvard.edu'||||'Clear of the Backlog'|True|'2023-02-28T17:13:03Z'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'SPRINT READY'|3|'ISSUE'|9311|'In SystemConfig.java use try-with-resources for JsonReader jsonReader = Json.createReader(new StringReader(setting)); in method getCurationLabels()'|'dataverse'||'Size: 3','D: SonarQubeCleanup'||'SPRINT READY'|False|'None'|20230314-084042|2|1||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'SonarQube cleanup (Gustavo)'|Queued|'ISSUE'|9314|'In JsonParser.java use try-with-resource for JsonReader jsonReader = Json.createReader(new StringReader(jsonString)); in method remapGeographicCoverage(...)'|'dataverse'||'Size: Queued','D: SonarQubeCleanup'||'SonarQube cleanup (Gustavo)'|False|'None'|20230314-084042|2|||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||
'SonarQube cleanup (Gustavo)'|Queued|'ISSUE'|9313|'In JSONLDUtil.java use try-with-resources for JsonObject jsonld = Json.createReader(rdr).readObject(); in method decontextualizeJsonLD(...)'|'dataverse'||'Size: Queued','D: SonarQubeCleanup'||'SonarQube cleanup (Gustavo)'|False|'None'|20230314-084042|2|||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||
'SonarQube cleanup (Gustavo)'|Queued|'ISSUE'|9315|'In JsonUtil.java use try-with-resources for return Json.createReader(rdr).readObject(); in method getJsonObject(...) and return Json.createReader(rdr).readArray(); in method getJsonArray(...)'|'dataverse'||'Size: Queued','D: SonarQubeCleanup'||'SonarQube cleanup (Gustavo)'|False|'None'|20230314-084042|2|||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||
'SPRINT READY'|10|'ISSUE'|9331|'Extracting lat/long and insert into geospatial bounding box fields'|'dataverse'||'NIH: NetCDF','Size: 10'||'SPRINT READY'|False|'None'|20230314-084042|2||||||||||||||||||||1||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Clear of the Backlog'|Queued|'ISSUE'|9281|'In DataConverter.java use try-with-resources for convertedFileStream'|'dataverse'||'Tech Debt','Size: Queued','D: SonarQubeCleanup'||'Clear of the Backlog'|True|'2023-02-09T18:04:13Z'|20230314-084042|3||||||||||||||||||||||||||||1|1||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||
'Clear of the Backlog'|10|'PULL_REQUEST'|9360|'9293 - Apply filter-based auth for all API endpoints (2/2)'|'dataverse'||'Feature: API','User Role: API User','NIH OTA: 1.7.1 (reArchitecture)','Size: 10'|'9293'|'Clear of the Backlog'|True|'2023-02-22T15:14:04Z'|20230314-084042|4||1|1|1||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Clear of the Backlog'|33|'ISSUE'|5|'Define and establish the Dataverse frontend QA process'|'dataverse-frontend'||'Size: 33','NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 1'||'Clear of the Backlog'|True|'2023-02-24T15:14:44Z'|20230314-084042|3||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||
'Clear of the Backlog'|33|'ISSUE'|1|'Create the skeleton of the React application'|'dataverse-frontend'||'Size: 33','NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 1'||'Clear of the Backlog'|True|'2023-03-07T10:56:19Z'|20230314-084042|3||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||
'Clear of the Backlog'|10|'ISSUE'|3|'Storybook setup'|'dataverse-frontend'||'Size: 10','NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 1'||'Clear of the Backlog'|True|'2023-03-07T10:57:03Z'|20230314-084042|3||||1||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||
'Clear of the Backlog'|10|'ISSUE'|2|'Configure the GitHub repository for its administration and evolution'|'dataverse-frontend'||'Size: 10','NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 1'||'Clear of the Backlog'|True|'2023-03-08T20:27:23Z'|20230314-084042|3||||1||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||
'Re-arch: SPA MVP (Guillermo)'|3|'ISSUE'|20|'Upgrade Storybook from v7-beta to v7'|'dataverse-frontend'||'Size: 3','NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 1'||'Re-arch: SPA MVP (Guillermo)'|False|'None'|20230314-084042|3|1|||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||
'Clear of the Backlog'|10|'ISSUE'|17|'Add a mechanism for automated deployment to S3'|'dataverse-frontend'||'Size: 10','NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 1','D: Infra & Deployment Setup'||'Clear of the Backlog'|False|'None'|20230314-084042|4||||1||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|1|||||||||||
'Re-arch: SPA MVP (Guillermo)'|10|'ISSUE'|19|'Add a test coverage measurement mechanism'|'dataverse-frontend'||'Size: 10','NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 1'||'Re-arch: SPA MVP (Guillermo)'|False|'None'|20230314-084042|3||||1||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||
'Clear of the Backlog'|33|'ISSUE'|18|'Add a mechanism for automated deployment to Payara'|'dataverse-frontend'||'Size: 33','NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 1','D: Infra & Deployment Setup'||'Clear of the Backlog'|False|'None'|20230314-084042|4||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|1|||||||||||
'Re-arch: SPA MVP (Guillermo)'|33|'ISSUE'|14|'Identify UI elements for the Dataverse Design System and create issues for their development'|'dataverse-frontend'||'Size: 33','NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 2','D: Design System'||'Re-arch: SPA MVP (Guillermo)'|False|'None'|20230314-084042|4||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|1|||||||||
'Re-arch: SPA MVP (Guillermo)'||'ISSUE'|13|'Analyze js-dataverse module and decide whether to build on top of it or redo it from scratch'|'dataverse-frontend'||'NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 2'||'Re-arch: SPA MVP (Guillermo)'|False|'None'|20230314-084042|2||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||
'Re-arch: SPA MVP (Guillermo)'||'ISSUE'|12|'Add version number to bottom right of each page (e.g. v. 5.13 build 1244-79d6e57)'|'dataverse-frontend'||'NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 2'||'Re-arch: SPA MVP (Guillermo)'|False|'None'|20230314-084042|2||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||
'Re-arch: SPA MVP (Guillermo)'||'ISSUE'|16|'Update Dataverse guides to include frontend security advices, practices and procedures'|'dataverse-frontend'||'NIH OTA: 1.7.1 (reArchitecture)'||'Re-arch: SPA MVP (Guillermo)'|False|'None'|20230314-084042|1||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Clear of the Backlog'||'PULL_REQUEST'|9354|'pom file update to build XOAI-5.0.0 #9339'|'dataverse'|||'9339'|'Clear of the Backlog'|True|'2023-02-01T21:52:16Z'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Clear of the Backlog'|3|'PULL_REQUEST'|9188|'Bump postgresql from 42.5.0 to 42.5.1 in /modules/dataverse-parent'|'dataverse'||'dependencies','Size: 3'||'Clear of the Backlog'|True|'2023-02-06T22:13:58Z'|20230314-084042|2|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||
'Clear of the Backlog'||'ISSUE'|9355|'Spike: Discover Root cause of GitHub actions stoppage in January (Before the end of February!)'|'dataverse'||'DevOps: Problem'||'Clear of the Backlog'|True|'2023-03-09T16:35:52Z'|20230314-084042|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||
'Datacommons/DV Interop'||'ISSUE'|17|'Deliverable: Investigate interoperability between datacommons and dataverse'|'dataverse-pm'||'D: NIH: OTA'||'Datacommons/DV Interop'|False|'None'|20230314-084042|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||
'Clear of the Backlog'|80|'ISSUE'|9385|'Spike: Investigate interoperability between google datacommons and dataverse'|'dataverse'||'Size: 80','D: GDC: Interop With DV'||'Clear of the Backlog'|False|'None'|20230314-084042|2|||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||
'SPRINT READY'|10|'PULL_REQUEST'|9195|'IQSS/9194-fix curate command validation'|'dataverse'||'QDR','Size: 10'|'9194'|'SPRINT READY'|False|'None'|20230314-084042|2|||||||||1|||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'SPRINT READY'|10|'PULL_REQUEST'|9186|'IQSS/9185 contact email updates'|'dataverse'||'QDR','Size: 10'|'9185'|'SPRINT READY'|False|'None'|20230314-084042|2|||||||||1|||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'5 Core PIDs'||'ISSUE'|19|'Support the 5 core persistent identifiers in Dataverse'|'dataverse-pm'||'D: Dev'||'5 Core PIDs'|False|'None'|20230314-084042|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||
'SPRINT READY'|3|'ISSUE'|9369|'Shib group in another group doesn't work'|'dataverse'||'Size: 3'||'SPRINT READY'|False|'None'|20230314-084042|1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'SPRINT READY'|10|'ISSUE'|9374|'Fix Binder and Whole Tale (repo2docker) to download original files rather than archival .tab files'|'dataverse'||'Feature: External Tool','NIH OTA: 1.3.2','Size: 10'||'SPRINT READY'|False|'None'|20230314-084042|3|||||||||||||||||1|||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||
'Upgrades in Prep for DV6'|33|'ISSUE'|9340|'determine upgrade path from Payara 5 to 6'|'dataverse'||'D: Payara 6 Upgrade','Size: 33'||'Upgrades in Prep for DV6'|False|'None'|20230314-084042|2|||||1||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||
'Upgrades in Prep for DV6'||'PULL_REQUEST'|9291|'8094 java17'|'dataverse'||'Feature: Code Infrastructure','Feature: Installer','Feature: Performance & Stability','Feature: Installation Guide','User Role: Sysadmin','Containers & Cloud','D: Payara 6 Upgrade'|'8094'|'Upgrades in Prep for DV6'|False|'None'|20230314-084042|7|||||||||||||||||||||||1||1|1|1||||||||||||||||||1|||||||||||||||||1||||||||||||||||||||||1|||||||||||||
'Upgrades in Prep for DV6'||'ISSUE'|9260|'Test and move from Solr 8.X to Solr 9.X'|'dataverse'||'D: Payara 6 Upgrade'||'Upgrades in Prep for DV6'|False|'None'|20230314-084042|1|||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||
'SPRINT READY'|10|'PULL_REQUEST'|8828|'7000 mpconfig pid doi hdl'|'dataverse'||'Feature: Code Infrastructure','Feature: Installer','Feature: DOI & Handle','Feature: Installation Guide','User Role: Sysadmin','Containers & Cloud','Size: 10','D: DataverseInDocker'||'SPRINT READY'|False|'None'|20230314-084042|8||||||||||||||||||||1|||1||1|1|1|||||||||||||||||||||||||||||||||||1|||||||||1||||||||||||||||||||||||1||
'Dataverse Team (Gustavo)'||'ISSUE'|8549|'Add mechanism for collection-wise storage size quotas'|'dataverse'||'D: FixRateLimitingBehaviors'||'Dataverse Team (Gustavo)'|False|'None'|20230314-084042|1||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Dataverse Team (Gustavo)'||'ISSUE'|9359|'Investigate adding Apache-level mechanism for rejecting aggressive robot crawling'|'dataverse'||'D: FixRateLimitingBehaviors'||'Dataverse Team (Gustavo)'|False|'None'|20230314-084042|1||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Dataverse Team (Gustavo)'||'ISSUE'|27|'Cookies with SameSite set to none'|'dataverse-security'||||'Dataverse Team (Gustavo)'|False|'None'|20230314-084042|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Dataverse Team (Gustavo)'|Queued|'ISSUE'|4499|'DOIs for Dataset versions'|'dataverse'||'Feature: DOI & Handle','HERMES','Size: Queued'||'Dataverse Team (Gustavo)'|False|'None'|20230314-084042|3||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||1||||||||1||||||||||||||||||||||||||
'5 Core PIDs'||'ISSUE'|9370|'Spike: issue to locate or document support for DOIs and ORCID'|'dataverse'||'spike','D: 5 Core PIDs'||'5 Core PIDs'|False|'None'|20230314-084042|2||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|
'Clear of the Backlog'|NoSprintCost|'ISSUE'|7285|'Support for Crossref Funder Registry ID'|'dataverse'||'Type: Suggestion','Feature: Metadata','User Role: Curator','User Role: Depositor','NIH OTA: 1.5.1','bklog: NeedsDiscussion','D: 5 Core PIDs','Size: NoSprintCost'||'Clear of the Backlog'|True|'2023-03-11T20:43:49Z'|20230314-084042|8||||||||1||1|||||||||||||||||||||||||||||||||||||||||1||1|||1||||||||||||||||||||1||||||1|1||||||||||||||
'Clear of the Backlog'|3|'ISSUE'|213|'add NcML previewers (HDF5 and NetCDF) to demo and Harvard Dataverse'|'dataverse.harvard.edu'||'Feature: External Tool','Size: 3','NIH: NetCDF'||'Clear of the Backlog'|True|'2023-02-28T19:19:29Z'|20230314-084042|3|1||||||||||||||||1|||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'NIH NetCDF (Phil)'|10|'ISSUE'|6713|'Improve Geospatial Metadata Block by adding additional fields'|'dataverse'||'Feature: Metadata','Feature: Geospatial','NIH: NetCDF','Size: 10'||'NIH NetCDF (Phil)'|False|'None'|20230314-084042|4||||||||||1||||||||||1||||||||||||||1||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||
'NIH NetCDF (Phil)'|33|'ISSUE'|9410|'Automatically enable metadata block when extracting metadata from FITS, NetCDF, or HDF5'|'dataverse'||'NIH: NetCDF','Size: 33'||'NIH NetCDF (Phil)'|False|'None'|20230314-084042|2|||||1|||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Clear of the Backlog'||'ISSUE'|8928|'Dataset with large number of files'|'dataverse'||'Dataset: large number of files'||'Clear of the Backlog'|True|'2022-08-24T08:23:44Z'|20230314-084042|1||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||
'SPRINT- NEEDS SIZING'||'ISSUE'|6808|'Performance: Slow response for datasets with high number of files or versions'|'dataverse'||'Feature: Performance & Stability','Dataset: large number of files'||'SPRINT- NEEDS SIZING'|False|'None'|20230314-084042|2||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||1|||||||||||||
'SPRINT- NEEDS SIZING'||'ISSUE'|6723|'High levels of open file descriptors while uploading a zip with lots of files in it'|'dataverse'||'Feature: File Upload & Handling','Type: Bug','Feature: Performance & Stability','User Role: Sysadmin','Dataset: large number of files'||'SPRINT- NEEDS SIZING'|False|'None'|20230314-084042|5|||||||||||1||||||||||||1|1||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||1|||||||||||||
'SPRINT- NEEDS SIZING'||'ISSUE'|5523|'deleting datasets with large number of files <400 should result in success message'|'dataverse'||'Feature: File Upload & Handling','Type: Bug','Dataset: large number of files'||'SPRINT- NEEDS SIZING'|False|'None'|20230314-084042|3|||||||||||1|||||||||||||1||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||
'SPRINT- NEEDS SIZING'||'ISSUE'|5283|'Performance: Publishing dataset with large number of files via DataCite takes too long.'|'dataverse'||'Feature: Performance & Stability','Dataset: large number of files'||'SPRINT- NEEDS SIZING'|False|'None'|20230314-084042|2||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||1|||||||||||||
'SPRINT- NEEDS SIZING'||'ISSUE'|2641|'Permissions: Grant access errors for large # of files'|'dataverse'||'Status: UX & UI','Feature: File Upload & Handling','Type: Bug','Feature: Permissions','User Role: Curator'||'SPRINT- NEEDS SIZING'|False|'None'|20230314-084042|5|||||||||||1|||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||1||||||||||1|||1|||||||||||||||
'External Commitments (Jim)'||'PULL_REQUEST'|9388|'IQSS/9387 - Support protected system metadata'|'dataverse'||'DANS'|'9387'|'External Commitments (Jim)'|False|'None'|20230314-084042|1|||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
'Clear of the Backlog'|33|'ISSUE'|10|'migrate to Vite (brighter future than Create React App and Webpack)'|'dataverse-frontend'||'Size: 33','NIH OTA: 1.7.1 (reArchitecture)','MVP Milestone 1'||'Clear of the Backlog'|True|'2023-03-04T19:46:05Z'|20230314-084042|3||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||
'NIH NetCDF (Phil)'|3|'ISSUE'|9416|' NcML previewer doesn't work with drafts'|'dataverse'||'NIH: NetCDF','Size: 3'||'NIH NetCDF (Phil)'|False|'None'|20230314-084042|2|1|||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
